vuln_id,asset_id,vulnerability_name,cve,severity,cvss,exploit_available,patch_available,days_open,asset_exposure,auth_required,status,affected_component,asset_name,asset_type,environment,owner_team,business_service,internet_exposed,criticality,data_classification,edr_installed,last_seen_days,vendor_product,business_impact,customer_facing,compliance_scope,revenue_impact,rto_hours,depends_on,risk_appetite,service_dependents,effective_internet_exposed,exposure_conflict,is_synthetic_cve,edr_missing,asset_stale,exploit_available_flag,patch_available_flag,auth_required_flag,ti_match_count,ti_intel_ids,ti_actors,ti_campaigns,ti_ransomware,ti_best_maturity,ti_profile_targeted,ti_last_seen,ti_summaries,in_kev,kev_ransomware,kev_date_added,kev_required_action,actively_exploited,ransomware_linked
V-2097,A-1047,Jenkins Arbitrary File Read via CLI,CVE-2024-23897,Critical,9.8,Yes,Yes,90,Internal,No,Open,Jenkins CLI,dev-build-server-02,Build Server,Development,Engineering,Software Delivery,No,Medium,Source Code,No,15,Jenkins 2.387 / Ubuntu 20.04,Product releases blocked; CI/CD pipelines offline,No,SOC 2,Medium,24,,Medium,1,False,False,False,True,False,True,True,False,1,TI-3010,SilentForge,Build Chain Theft,False,Weaponized,False,2026-04-21,"Jenkins CVE-2024-23897 arbitrary file read actively leveraged by SilentForge to extract secrets.json, credentials.xml and SSH keys from build servers.",True,True,2024-08-19,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,True,True
V-2098,A-1047,Outdated Build Agent — EOL Version,CVE-SYN-2023-0771,Medium,6.2,No,Yes,180,Internal,Yes,Open,Build Agent,dev-build-server-02,Build Server,Development,Engineering,Software Delivery,No,Medium,Source Code,No,15,Jenkins 2.387 / Ubuntu 20.04,Product releases blocked; CI/CD pipelines offline,No,SOC 2,Medium,24,,Medium,1,False,False,True,True,False,False,True,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False
V-2099,A-1051,Executive Laptop Missing EDR Agent,CTRL-SYN-001,High,7.5,No,Yes,9,Internal,Yes,Open,Endpoint Control,exec-laptop-ceo,Endpoint,Production,Executive Office,Executive Operations,No,High,Executive Confidential,No,9,Windows 11 22H2,Executive communications and sensitive strategic files compromised,No,ISO 27001,High,8,,Low,0,False,False,True,True,False,False,True,True,1,TI-3022,Unknown,Endpoint Drift,False,Not Applicable,False,2026-04-17,Missing endpoint controls observed on executive and operations workstations. Increases blast radius if user credentials are phished or credentials leaked via NTLM relay.,False,False,,,False,False
V-2100,A-1051,Windows DWM Kernel Privilege Escalation,CVE-2024-30051,High,7.8,Yes,Yes,22,Internal,Yes,Open,Windows DWM,exec-laptop-ceo,Endpoint,Production,Executive Office,Executive Operations,No,High,Executive Confidential,No,9,Windows 11 22H2,Executive communications and sensitive strategic files compromised,No,ISO 27001,High,8,,Low,0,False,False,False,True,False,True,True,True,0,,,,False,Not Applicable,False,,,True,True,2024-05-14,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,True,True
V-2101,A-1051,NTLM Hash Disclosure via Spoofing,CVE-2024-43451,Medium,6.5,Yes,Yes,30,Internal,Yes,Open,NTLM Protocol,exec-laptop-ceo,Endpoint,Production,Executive Office,Executive Operations,No,High,Executive Confidential,No,9,Windows 11 22H2,Executive communications and sensitive strategic files compromised,No,ISO 27001,High,8,,Low,0,False,False,False,True,False,True,True,True,0,,,,False,Not Applicable,False,,,True,False,2024-11-12,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,True,False
V-2102,A-1052,Windows DWM Kernel Privilege Escalation,CVE-2024-30051,High,7.8,Yes,Yes,22,Internal,Yes,Open,Windows DWM,exec-laptop-cfo,Endpoint,Production,Finance Team,Executive Operations,No,High,Executive Confidential,Yes,2,Windows 11 22H2,Executive communications and sensitive strategic files compromised,No,ISO 27001,High,8,,Low,0,False,False,False,False,False,True,True,True,0,,,,False,Not Applicable,False,,,True,True,2024-05-14,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,True,True
V-2103,A-1052,NTLM Hash Disclosure via Spoofing,CVE-2024-43451,Medium,6.5,Yes,Yes,30,Internal,Yes,Open,NTLM Protocol,exec-laptop-cfo,Endpoint,Production,Finance Team,Executive Operations,No,High,Executive Confidential,Yes,2,Windows 11 22H2,Executive communications and sensitive strategic files compromised,No,ISO 27001,High,8,,Low,0,False,False,False,False,False,True,True,True,0,,,,False,Not Applicable,False,,,True,False,2024-11-12,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,True,False
V-2104,A-1057,Missing EDR Agent on Operations Workstation,CTRL-SYN-001,High,7.5,No,Yes,7,Internal,Yes,Open,Endpoint Control,ops-workstation-001,Endpoint,Production,IT Operations,Employee Services,No,Medium,Internal Confidential,No,7,Windows 10 21H2,HR workflows and payroll processing impacted; employee data at risk,No,GDPR,Medium,12,,Low,0,False,False,True,True,False,False,True,True,1,TI-3022,Unknown,Endpoint Drift,False,Not Applicable,False,2026-04-17,Missing endpoint controls observed on executive and operations workstations. Increases blast radius if user credentials are phished or credentials leaked via NTLM relay.,False,False,,,False,False
V-2105,A-1057,Windows 10 21H2 EOL — No Extended Support,CVE-SYN-2024-0003,High,7.9,No,No,90,Internal,Yes,Open,Operating System,ops-workstation-001,Endpoint,Production,IT Operations,Employee Services,No,Medium,Internal Confidential,No,7,Windows 10 21H2,HR workflows and payroll processing impacted; employee data at risk,No,GDPR,Medium,12,,Low,0,False,False,True,True,False,False,False,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False
V-2106,A-1058,Missing EDR Agent on Finance Workstation,CTRL-SYN-001,High,7.5,No,Yes,6,Internal,Yes,Open,Endpoint Control,ops-workstation-002,Endpoint,Production,Finance Team,Financial Reporting,No,Medium,Financial Data,No,6,Windows 10 21H2,Monthly and quarterly close delayed; board and regulator reporting at risk,No,"SOC 2, IFRS",High,4,,Very Low,1,False,False,True,True,False,False,True,True,1,TI-3022,Unknown,Endpoint Drift,False,Not Applicable,False,2026-04-17,Missing endpoint controls observed on executive and operations workstations. Increases blast radius if user credentials are phished or credentials leaked via NTLM relay.,False,False,,,False,False
V-2107,A-1058,Windows 10 21H2 EOL,CVE-SYN-2024-0003,High,7.9,No,No,90,Internal,Yes,Open,Operating System,ops-workstation-002,Endpoint,Production,Finance Team,Financial Reporting,No,Medium,Financial Data,No,6,Windows 10 21H2,Monthly and quarterly close delayed; board and regulator reporting at risk,No,"SOC 2, IFRS",High,4,,Very Low,1,False,False,True,True,False,False,False,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False
V-2108,A-1059,Windows Server 2012 R2 End of Support,CVE-SYN-2024-0001,Critical,10.0,No,No,365,Internal,Yes,Open,Operating System,legacy-reporting-server,Application Server,Production,,Financial Reporting,No,High,Financial Data,No,62,Windows Server 2012 R2 / IIS 8.5,Monthly and quarterly close delayed; board and regulator reporting at risk,No,"SOC 2, IFRS",High,4,,Very Low,1,False,False,True,True,True,False,False,True,1,TI-3024,GhostByte,Legacy OS Exploitation,False,Commodity Exploit,False,2026-04-08,Opportunistic actors targeting Windows Server 2012 R2 end-of-support systems. No vendor patches available — exploitation is persistent and low-effort.,False,False,,,True,False
V-2109,A-1059,IIS 8.5 Multiple Vulnerabilities,CVE-SYN-2024-0050,High,8.3,No,No,280,Internal,Yes,Open,Web Server,legacy-reporting-server,Application Server,Production,,Financial Reporting,No,High,Financial Data,No,62,Windows Server 2012 R2 / IIS 8.5,Monthly and quarterly close delayed; board and regulator reporting at risk,No,"SOC 2, IFRS",High,4,,Very Low,1,False,False,True,True,True,False,False,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False
V-2110,A-1059,No EDR Installed on Legacy Server,CTRL-SYN-001,High,7.5,No,Yes,62,Internal,Yes,Open,Endpoint Control,legacy-reporting-server,Application Server,Production,,Financial Reporting,No,High,Financial Data,No,62,Windows Server 2012 R2 / IIS 8.5,Monthly and quarterly close delayed; board and regulator reporting at risk,No,"SOC 2, IFRS",High,4,,Very Low,1,False,False,True,True,True,False,True,True,1,TI-3022,Unknown,Endpoint Drift,False,Not Applicable,False,2026-04-17,Missing endpoint controls observed on executive and operations workstations. Increases blast radius if user credentials are phished or credentials leaked via NTLM relay.,False,False,,,False,False
V-2111,A-1059,Orphaned Asset — No Assigned Owner,CTRL-SYN-012,High,8.0,No,Yes,62,Internal,Yes,Open,Asset Management,legacy-reporting-server,Application Server,Production,,Financial Reporting,No,High,Financial Data,No,62,Windows Server 2012 R2 / IIS 8.5,Monthly and quarterly close delayed; board and regulator reporting at risk,No,"SOC 2, IFRS",High,4,,Very Low,1,False,False,True,True,True,False,True,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False
V-2112,A-1060,Ubuntu 18.04 End of Life,CVE-SYN-2024-0004,High,8.0,No,No,200,Internal,Yes,Open,Operating System,dr-failover-site,Application Server,Production,Infrastructure,Backup and Recovery,No,Critical,Internal Confidential,No,38,Various / Ubuntu 18.04,Disaster recovery capability lost; data restoration impossible if primary fails,No,ISO 27001,High,4,,Low,0,False,False,True,True,True,False,False,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False
V-2113,A-1060,DR Site Not Tested in Over 6 Months,CTRL-SYN-013,High,7.5,No,Yes,185,Internal,Yes,Open,DR Procedure,dr-failover-site,Application Server,Production,Infrastructure,Backup and Recovery,No,Critical,Internal Confidential,No,38,Various / Ubuntu 18.04,Disaster recovery capability lost; data restoration impossible if primary fails,No,ISO 27001,High,4,,Low,0,False,False,True,True,True,False,True,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False
V-2114,A-1060,No EDR on Disaster Recovery Site,CTRL-SYN-001,High,7.5,No,Yes,38,Internal,Yes,Open,Endpoint Control,dr-failover-site,Application Server,Production,Infrastructure,Backup and Recovery,No,Critical,Internal Confidential,No,38,Various / Ubuntu 18.04,Disaster recovery capability lost; data restoration impossible if primary fails,No,ISO 27001,High,4,,Low,0,False,False,True,True,True,False,True,True,1,TI-3022,Unknown,Endpoint Drift,False,Not Applicable,False,2026-04-17,Missing endpoint controls observed on executive and operations workstations. Increases blast radius if user credentials are phished or credentials leaked via NTLM relay.,False,False,,,False,False
