vuln_id,asset_id,vulnerability_name,cve,severity,cvss,exploit_available,patch_available,days_open,asset_exposure,auth_required,status,affected_component,asset_name,asset_type,environment,owner_team,business_service,internet_exposed,criticality,data_classification,edr_installed,last_seen_days,vendor_product,business_impact,customer_facing,compliance_scope,revenue_impact,rto_hours,depends_on,risk_appetite,service_dependents,effective_internet_exposed,exposure_conflict,is_synthetic_cve,edr_missing,asset_stale,exploit_available_flag,patch_available_flag,auth_required_flag,ti_match_count,ti_intel_ids,ti_actors,ti_campaigns,ti_ransomware,ti_best_maturity,ti_profile_targeted,ti_last_seen,ti_summaries,in_kev,kev_ransomware,kev_date_added,kev_required_action,actively_exploited,ransomware_linked,likelihood,likelihood_breakdown,impact,impact_breakdown,risk_score
V-2111,A-1059,Orphaned Asset — No Assigned Owner,CTRL-SYN-012,High,8.0,No,Yes,62,Internal,Yes,Open,Asset Management,legacy-reporting-server,Application Server,Production,,Financial Reporting,No,High,Financial Data,No,62,Windows Server 2012 R2 / IIS 8.5,Monthly and quarterly close delayed; board and regulator reporting at risk,No,"SOC 2, IFRS",High,4,,Very Low,1,False,False,True,True,True,False,True,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.0836363636363636,"{""exposure"": {""internet_exposed"": false, ""value"": 0.35}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 8.0, ""value"": 0.92}, ""no_auth_required"": {""applied"": false, ""value"": 1.0}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": true, ""value"": 1.2}}",0.572,"{""components"": {""asset_criticality"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""service_revenue"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""compliance"": {""input"": ""SOC 2, IFRS"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""4"", ""score"": 0.8, ""weight"": 0.1}, ""data_classification"": {""input"": ""Financial Data"", ""score"": 0.7, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 1, ""value"": 0.05}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Application Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",4.8
V-2109,A-1059,IIS 8.5 Multiple Vulnerabilities,CVE-SYN-2024-0050,High,8.3,No,No,280,Internal,Yes,Open,Web Server,legacy-reporting-server,Application Server,Production,,Financial Reporting,No,High,Financial Data,No,62,Windows Server 2012 R2 / IIS 8.5,Monthly and quarterly close delayed; board and regulator reporting at risk,No,"SOC 2, IFRS",High,4,,Very Low,1,False,False,True,True,True,False,False,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.0847272727272727,"{""exposure"": {""internet_exposed"": false, ""value"": 0.35}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 8.3, ""value"": 0.932}, ""no_auth_required"": {""applied"": false, ""value"": 1.0}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": true, ""value"": 1.2}}",0.572,"{""components"": {""asset_criticality"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""service_revenue"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""compliance"": {""input"": ""SOC 2, IFRS"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""4"", ""score"": 0.8, ""weight"": 0.1}, ""data_classification"": {""input"": ""Financial Data"", ""score"": 0.7, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 1, ""value"": 0.05}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Application Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",4.8
V-2072,A-1024,Backup Encryption Not Enforced,CLOUD-SYN-002,High,8.1,No,Yes,45,Internal,Yes,Open,Backup Config,backup-storage-prod,Object Storage,Production,Infrastructure,Backup and Recovery,No,Critical,Internal Confidential,No,6,AWS S3 / Veeam 12,Disaster recovery capability lost; data restoration impossible if primary fails,No,ISO 27001,High,4,,Low,0,False,False,True,True,False,False,True,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.08399999999999996,"{""exposure"": {""internet_exposed"": false, ""value"": 0.35}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 8.1, ""value"": 0.924}, ""no_auth_required"": {""applied"": false, ""value"": 1.0}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": true, ""value"": 1.2}}",0.5660000000000001,"{""components"": {""asset_criticality"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""service_revenue"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""compliance"": {""input"": ""ISO 27001"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""4"", ""score"": 0.8, ""weight"": 0.1}, ""data_classification"": {""input"": ""Internal Confidential"", ""score"": 0.5, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 0, ""value"": 0.0}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Object Storage"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",4.8
V-2090,A-1034,PostgreSQL 11 End of Life,CVE-SYN-2024-0002,High,8.0,No,No,280,Internal,Yes,Open,Database Engine,legacy-payments-db,Database,Production,Payments Team,Financial Reporting,No,High,Financial Data,No,45,PostgreSQL 11 / Windows Server 2012 R2,Monthly and quarterly close delayed; board and regulator reporting at risk,No,"SOC 2, IFRS",High,4,,Very Low,1,False,False,True,True,True,False,False,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.0836363636363636,"{""exposure"": {""internet_exposed"": false, ""value"": 0.35}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 8.0, ""value"": 0.92}, ""no_auth_required"": {""applied"": false, ""value"": 1.0}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": true, ""value"": 1.2}}",0.572,"{""components"": {""asset_criticality"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""service_revenue"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""compliance"": {""input"": ""SOC 2, IFRS"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""4"", ""score"": 0.8, ""weight"": 0.1}, ""data_classification"": {""input"": ""Financial Data"", ""score"": 0.7, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 1, ""value"": 0.05}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Database"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",4.8
V-2091,A-1034,No EDR Agent Installed,CTRL-SYN-001,High,7.5,No,Yes,90,Internal,Yes,Open,Endpoint Control,legacy-payments-db,Database,Production,Payments Team,Financial Reporting,No,High,Financial Data,No,45,PostgreSQL 11 / Windows Server 2012 R2,Monthly and quarterly close delayed; board and regulator reporting at risk,No,"SOC 2, IFRS",High,4,,Very Low,1,False,False,True,True,True,False,True,True,1,TI-3022,Unknown,Endpoint Drift,False,Not Applicable,False,2026-04-17,Missing endpoint controls observed on executive and operations workstations. Increases blast radius if user credentials are phished or credentials leaked via NTLM relay.,False,False,,,False,False,0.0818181818181818,"{""exposure"": {""internet_exposed"": false, ""value"": 0.35}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": ""Unknown"", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 7.5, ""value"": 0.9}, ""no_auth_required"": {""applied"": false, ""value"": 1.0}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": true, ""value"": 1.2}}",0.572,"{""components"": {""asset_criticality"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""service_revenue"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""compliance"": {""input"": ""SOC 2, IFRS"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""4"", ""score"": 0.8, ""weight"": 0.1}, ""data_classification"": {""input"": ""Financial Data"", ""score"": 0.7, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 1, ""value"": 0.05}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Database"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",4.7
V-2112,A-1060,Ubuntu 18.04 End of Life,CVE-SYN-2024-0004,High,8.0,No,No,200,Internal,Yes,Open,Operating System,dr-failover-site,Application Server,Production,Infrastructure,Backup and Recovery,No,Critical,Internal Confidential,No,38,Various / Ubuntu 18.04,Disaster recovery capability lost; data restoration impossible if primary fails,No,ISO 27001,High,4,,Low,0,False,False,True,True,True,False,False,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.0836363636363636,"{""exposure"": {""internet_exposed"": false, ""value"": 0.35}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 8.0, ""value"": 0.92}, ""no_auth_required"": {""applied"": false, ""value"": 1.0}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": true, ""value"": 1.2}}",0.5660000000000001,"{""components"": {""asset_criticality"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""service_revenue"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""compliance"": {""input"": ""ISO 27001"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""4"", ""score"": 0.8, ""weight"": 0.1}, ""data_classification"": {""input"": ""Internal Confidential"", ""score"": 0.5, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 0, ""value"": 0.0}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Application Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",4.7
V-2110,A-1059,No EDR Installed on Legacy Server,CTRL-SYN-001,High,7.5,No,Yes,62,Internal,Yes,Open,Endpoint Control,legacy-reporting-server,Application Server,Production,,Financial Reporting,No,High,Financial Data,No,62,Windows Server 2012 R2 / IIS 8.5,Monthly and quarterly close delayed; board and regulator reporting at risk,No,"SOC 2, IFRS",High,4,,Very Low,1,False,False,True,True,True,False,True,True,1,TI-3022,Unknown,Endpoint Drift,False,Not Applicable,False,2026-04-17,Missing endpoint controls observed on executive and operations workstations. Increases blast radius if user credentials are phished or credentials leaked via NTLM relay.,False,False,,,False,False,0.0818181818181818,"{""exposure"": {""internet_exposed"": false, ""value"": 0.35}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": ""Unknown"", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 7.5, ""value"": 0.9}, ""no_auth_required"": {""applied"": false, ""value"": 1.0}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": true, ""value"": 1.2}}",0.572,"{""components"": {""asset_criticality"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""service_revenue"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""compliance"": {""input"": ""SOC 2, IFRS"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""4"", ""score"": 0.8, ""weight"": 0.1}, ""data_classification"": {""input"": ""Financial Data"", ""score"": 0.7, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 1, ""value"": 0.05}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Application Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",4.7
V-2114,A-1060,No EDR on Disaster Recovery Site,CTRL-SYN-001,High,7.5,No,Yes,38,Internal,Yes,Open,Endpoint Control,dr-failover-site,Application Server,Production,Infrastructure,Backup and Recovery,No,Critical,Internal Confidential,No,38,Various / Ubuntu 18.04,Disaster recovery capability lost; data restoration impossible if primary fails,No,ISO 27001,High,4,,Low,0,False,False,True,True,True,False,True,True,1,TI-3022,Unknown,Endpoint Drift,False,Not Applicable,False,2026-04-17,Missing endpoint controls observed on executive and operations workstations. Increases blast radius if user credentials are phished or credentials leaked via NTLM relay.,False,False,,,False,False,0.0818181818181818,"{""exposure"": {""internet_exposed"": false, ""value"": 0.35}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": ""Unknown"", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 7.5, ""value"": 0.9}, ""no_auth_required"": {""applied"": false, ""value"": 1.0}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": true, ""value"": 1.2}}",0.5660000000000001,"{""components"": {""asset_criticality"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""service_revenue"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""compliance"": {""input"": ""ISO 27001"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""4"", ""score"": 0.8, ""weight"": 0.1}, ""data_classification"": {""input"": ""Internal Confidential"", ""score"": 0.5, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 0, ""value"": 0.0}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Application Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",4.6
V-2073,A-1024,No Immutable Backup Policy,CTRL-SYN-007,High,7.5,No,Yes,80,Internal,Yes,Open,Backup Policy,backup-storage-prod,Object Storage,Production,Infrastructure,Backup and Recovery,No,Critical,Internal Confidential,No,6,AWS S3 / Veeam 12,Disaster recovery capability lost; data restoration impossible if primary fails,No,ISO 27001,High,4,,Low,0,False,False,True,True,False,False,True,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.0818181818181818,"{""exposure"": {""internet_exposed"": false, ""value"": 0.35}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 7.5, ""value"": 0.9}, ""no_auth_required"": {""applied"": false, ""value"": 1.0}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": true, ""value"": 1.2}}",0.5660000000000001,"{""components"": {""asset_criticality"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""service_revenue"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""compliance"": {""input"": ""ISO 27001"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""4"", ""score"": 0.8, ""weight"": 0.1}, ""data_classification"": {""input"": ""Internal Confidential"", ""score"": 0.5, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 0, ""value"": 0.0}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Object Storage"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",4.6
V-2113,A-1060,DR Site Not Tested in Over 6 Months,CTRL-SYN-013,High,7.5,No,Yes,185,Internal,Yes,Open,DR Procedure,dr-failover-site,Application Server,Production,Infrastructure,Backup and Recovery,No,Critical,Internal Confidential,No,38,Various / Ubuntu 18.04,Disaster recovery capability lost; data restoration impossible if primary fails,No,ISO 27001,High,4,,Low,0,False,False,True,True,True,False,True,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.0818181818181818,"{""exposure"": {""internet_exposed"": false, ""value"": 0.35}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 7.5, ""value"": 0.9}, ""no_auth_required"": {""applied"": false, ""value"": 1.0}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": true, ""value"": 1.2}}",0.5660000000000001,"{""components"": {""asset_criticality"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""service_revenue"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""compliance"": {""input"": ""ISO 27001"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""4"", ""score"": 0.8, ""weight"": 0.1}, ""data_classification"": {""input"": ""Internal Confidential"", ""score"": 0.5, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 0, ""value"": 0.0}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Application Server"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",4.6
V-2106,A-1058,Missing EDR Agent on Finance Workstation,CTRL-SYN-001,High,7.5,No,Yes,6,Internal,Yes,Open,Endpoint Control,ops-workstation-002,Endpoint,Production,Finance Team,Financial Reporting,No,Medium,Financial Data,No,6,Windows 10 21H2,Monthly and quarterly close delayed; board and regulator reporting at risk,No,"SOC 2, IFRS",High,4,,Very Low,1,False,False,True,True,False,False,True,True,1,TI-3022,Unknown,Endpoint Drift,False,Not Applicable,False,2026-04-17,Missing endpoint controls observed on executive and operations workstations. Increases blast radius if user credentials are phished or credentials leaked via NTLM relay.,False,False,,,False,False,0.0818181818181818,"{""exposure"": {""internet_exposed"": false, ""value"": 0.35}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": ""Unknown"", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 7.5, ""value"": 0.9}, ""no_auth_required"": {""applied"": false, ""value"": 1.0}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": true, ""value"": 1.2}}",0.522,"{""components"": {""asset_criticality"": {""input"": ""Medium"", ""score"": 0.5, ""weight"": 0.25}, ""service_revenue"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""compliance"": {""input"": ""SOC 2, IFRS"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""4"", ""score"": 0.8, ""weight"": 0.1}, ""data_classification"": {""input"": ""Financial Data"", ""score"": 0.7, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 1, ""value"": 0.05}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Endpoint"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",4.3
V-2029,A-1009,Excessive DB User Privileges,CTRL-SYN-003,High,7.6,No,Yes,90,Internal,Yes,Open,Database Permissions,finance-db-prod-01,Database,Production,Finance Team,Financial Reporting,No,Critical,Financial Data,Yes,1,PostgreSQL 14 / Ubuntu 20.04,Monthly and quarterly close delayed; board and regulator reporting at risk,No,"SOC 2, IFRS",High,4,,Very Low,1,False,False,True,False,False,False,True,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.06848484848484847,"{""exposure"": {""internet_exposed"": false, ""value"": 0.35}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 7.6, ""value"": 0.904}, ""no_auth_required"": {""applied"": false, ""value"": 1.0}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.622,"{""components"": {""asset_criticality"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""service_revenue"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""compliance"": {""input"": ""SOC 2, IFRS"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""4"", ""score"": 0.8, ""weight"": 0.1}, ""data_classification"": {""input"": ""Financial Data"", ""score"": 0.7, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 1, ""value"": 0.05}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Database"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",4.3
V-2028,A-1009,Unencrypted Database Backup Files,CVE-SYN-2024-0420,High,8.0,No,Yes,55,Internal,Yes,Open,Backup Config,finance-db-prod-01,Database,Production,Finance Team,Financial Reporting,No,Critical,Financial Data,Yes,1,PostgreSQL 14 / Ubuntu 20.04,Monthly and quarterly close delayed; board and regulator reporting at risk,No,"SOC 2, IFRS",High,4,,Very Low,1,False,False,True,False,False,False,True,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.06969696969696969,"{""exposure"": {""internet_exposed"": false, ""value"": 0.35}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 8.0, ""value"": 0.92}, ""no_auth_required"": {""applied"": false, ""value"": 1.0}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": false, ""value"": 1.0}}",0.622,"{""components"": {""asset_criticality"": {""input"": ""Critical"", ""score"": 1.0, ""weight"": 0.25}, ""service_revenue"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""compliance"": {""input"": ""SOC 2, IFRS"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""4"", ""score"": 0.8, ""weight"": 0.1}, ""data_classification"": {""input"": ""Financial Data"", ""score"": 0.7, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 1, ""value"": 0.05}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Database"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",4.3
V-2107,A-1058,Windows 10 21H2 EOL,CVE-SYN-2024-0003,High,7.9,No,No,90,Internal,Yes,Open,Operating System,ops-workstation-002,Endpoint,Production,Finance Team,Financial Reporting,No,Medium,Financial Data,No,6,Windows 10 21H2,Monthly and quarterly close delayed; board and regulator reporting at risk,No,"SOC 2, IFRS",High,4,,Very Low,1,False,False,True,True,False,False,False,True,0,,,,False,Not Applicable,False,,,False,False,,,False,False,0.08327272727272725,"{""exposure"": {""internet_exposed"": false, ""value"": 0.35}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": """", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 7.9, ""value"": 0.916}, ""no_auth_required"": {""applied"": false, ""value"": 1.0}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": true, ""value"": 1.2}}",0.522,"{""components"": {""asset_criticality"": {""input"": ""Medium"", ""score"": 0.5, ""weight"": 0.25}, ""service_revenue"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""compliance"": {""input"": ""SOC 2, IFRS"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""4"", ""score"": 0.8, ""weight"": 0.1}, ""data_classification"": {""input"": ""Financial Data"", ""score"": 0.7, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 1, ""value"": 0.05}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Endpoint"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",4.3
V-2099,A-1051,Executive Laptop Missing EDR Agent,CTRL-SYN-001,High,7.5,No,Yes,9,Internal,Yes,Open,Endpoint Control,exec-laptop-ceo,Endpoint,Production,Executive Office,Executive Operations,No,High,Executive Confidential,No,9,Windows 11 22H2,Executive communications and sensitive strategic files compromised,No,ISO 27001,High,8,,Low,0,False,False,True,True,False,False,True,True,1,TI-3022,Unknown,Endpoint Drift,False,Not Applicable,False,2026-04-17,Missing endpoint controls observed on executive and operations workstations. Increases blast radius if user credentials are phished or credentials leaked via NTLM relay.,False,False,,,False,False,0.0818181818181818,"{""exposure"": {""internet_exposed"": false, ""value"": 0.35}, ""evidence_tier"": {""tier"": ""no_known_exploit"", ""value"": 0.3, ""in_kev"": false, ""kev_ransomware"": false, ""ti_actors"": ""Unknown"", ""ti_maturity"": ""Not Applicable""}, ""cvss_multiplier"": {""cvss"": 7.5, ""value"": 0.9}, ""no_auth_required"": {""applied"": false, ""value"": 1.0}, ""profile_targeted"": {""applied"": false, ""value"": 1.0}, ""edr_missing"": {""applied"": true, ""value"": 1.2}}",0.524,"{""components"": {""asset_criticality"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""service_revenue"": {""input"": ""High"", ""score"": 0.75, ""weight"": 0.25}, ""compliance"": {""input"": ""ISO 27001"", ""score"": 0.5, ""weight"": 0.2}, ""customer_facing"": {""input"": ""No"", ""score"": 0.4, ""weight"": 0.1}, ""rto_urgency"": {""input"": ""8"", ""score"": 0.6, ""weight"": 0.1}, ""data_classification"": {""input"": ""Executive Confidential"", ""score"": 0.8, ""weight"": 0.1}}, ""dependency_bonus"": {""dependents"": 0, ""value"": 0.0}, ""gateway_asset_bonus"": {""applied"": false, ""asset_type"": ""Endpoint"", ""value"": 0.0}, ""environment_modifier"": {""environment"": ""Production"", ""value"": 1.0}}",4.3
